id,Class
219129,0.024943934095720363
219130,0.010996798596941243
219131,0.00559017266163829
219132,0.01205266577124837
219133,0.007186400995521589
219134,0.0065285690740151765
219135,0.00488716040170116
219136,0.008199376179723194
219137,0.008715261606500576
219138,0.009630157138457466
219139,0.005929756305773048
219140,0.005014369565328091
219141,0.008895612159573189
219142,0.004288256981802095
219143,0.0032318727230100704
219144,0.012941962565251895
219145,0.12501299438469063
219146,0.0037442727787690613
219147,0.026623540510372096
219148,0.012536912605222291
219149,0.0061550600216370675
219150,0.029944855501014955
219151,0.007234067259239865
219152,0.022211176256649968
219153,0.07049795125807305
219154,0.014876333758842569
219155,0.0067323242202882
219156,0.01207148419576591
219157,0.013863379577730955
219158,0.011745068764416505
219159,0.034838257290327
219160,0.009037064044108834
219161,0.004549526185998684
219162,0.018154236960480876
219163,0.01225185895065749
219164,0.007619161072487463
219165,0.006596899543919414
219166,0.024696264573306686
219167,0.0029441489598375746
219168,0.01031814418078444
219169,0.01900903612801526
219170,0.0044837805401460856
219171,0.012184163781376925
219172,0.017863576786831675
219173,0.006188808963813616
219174,0.009777003552457211
219175,0.007469539815493559
219176,0.020079040165768672
219177,0.006408887015136172
219178,0.018916020632997698
219179,0.014936476944329957
219180,0.010510613902041282
219181,0.0119683679927536
219182,0.02251382884697038
219183,0.009703740845018795
219184,0.014466016191362807
219185,0.00465413079234109
219186,0.0046628227052949575
219187,0.004685386853998389
219188,0.012654731078672371
219189,0.0041565757515637175
219190,0.05957726300909481
219191,0.013032071552568365
219192,0.017326369182313495
219193,0.0080211203527795
219194,0.005443196276553358
219195,0.0098226130075102
219196,0.011723521633137472
219197,0.004451067827659866
219198,0.027977251005222834
219199,0.017609503592385514
219200,0.005758806815181039
219201,0.04373489705729481
219202,0.017608018965405845
219203,0.016960365585611363
219204,0.013826480462020374
219205,0.005827476006407362
219206,0.012258664368925698
219207,0.010821282190755904
219208,0.03876869356727421
219209,0.005032153773569869
219210,0.030043036782338692
219211,0.0041554162404663355
219212,0.007315691381183734
219213,0.01571382096429461
219214,0.004040665093306557
219215,0.02951294261987023
219216,0.01433791118960213
219217,0.01079635072710039
219218,0.022875506285385466
219219,0.01035241023078786
219220,0.005784203507412647
219221,0.010000970231969712
219222,0.005457059338511327
219223,0.007696218685108557
219224,0.01998118693787841
219225,0.011152700479044991
219226,0.00397399902676509
219227,0.005225921263376231
219228,0.004967845047066474
219229,0.00406703013599469
219230,0.003944681413274615
219231,0.00790020570950744
219232,0.025014847871089676
219233,0.007935673330144076
219234,0.0074476195842623945
219235,0.05317145903218143
219236,0.004612885705978603
219237,0.013532102641759245
219238,0.004363680494122232
219239,0.02555211055453935
219240,0.01015855481128773
219241,0.004735340058424676
219242,0.006553241450971557
219243,0.005342895936198998
219244,0.007904135762799157
219245,0.007010877862832415
219246,0.003883787587166432
219247,0.01191233474401402
219248,0.003711219283088131
219249,0.006253399529045947
219250,0.14003979594617919
219251,0.02426036669897587
219252,0.011052419957927653
219253,0.006823487270711141
219254,0.017444942299865863
219255,0.004595670221130017
219256,0.0038679381285137543
219257,0.0030740897363660206
219258,0.01726030005581034
219259,0.004431071252127296
219260,0.02902798471853424
219261,0.013253684364239954
219262,0.02740100580994399
219263,0.004114747924594303
219264,0.006284828585969478
219265,0.024151832217978165
219266,0.03137859504830112
219267,0.017609157102957806
219268,0.0031847451566512316
219269,0.007334855124431186
219270,0.011138192487809251
219271,0.0055720221210432
219272,0.006655027799011543
219273,0.009395659217254708
219274,0.026403136848160157
219275,0.0033110110919915576
219276,0.006853010708134353
219277,0.007738080448756848
219278,0.007055882695389232
219279,0.00408471956057531
219280,0.006120193663798016
219281,0.10828548753718321
219282,0.003567341525158417
219283,0.007976383593777382
219284,0.008082518280806339
219285,0.006872948859630693
219286,0.011155371954910483
219287,0.011355042941977233
219288,0.010387720133802339
219289,0.013417796219452445
219290,0.0038291030302322164
219291,0.019243654830480777
219292,0.003103426142757874
219293,0.01730644469013828
219294,0.005246310916701399
219295,0.011026746123002045
219296,0.00421474573873961
219297,0.028995307347050997
219298,0.017025963868600186
219299,0.0040303340482295245
219300,0.004253780163857566
219301,0.007469309718131913
219302,0.008629666467176507
219303,0.007806304389452754
219304,0.005804910910682165
219305,0.006831604703493086
219306,0.004401951329399627
219307,0.005707274520531325
219308,0.004118083466307452
219309,0.005224404352186455
219310,0.00537686538398622
219311,0.005337758361190979
219312,0.015090056268084554
219313,0.005504888846852111
219314,0.008015586255856208
219315,0.0038663385332608387
219316,0.00461703085178901
219317,0.008655014510398426
